LATITUDE,LONGITUDE,FID,HFNAME,DISTRICT,VDC,WARD,TYPE
29.46,81.13,new+AF8-HF.286,Pauwagadhi SHP,bajhang,PAUWAGADHI,1,Health Post
29.73,81.33,new+AF8-HF.287,Kanda SHP,bajhang,KANDA,5,Health Post
29.61,80.92,new+AF8-HF.288,Dahabagar SHP,bajhang,DAHABAGAR,3,Health Post
29.63,81.11,new+AF8-HF.289,Daulichaur HP,bajhang,DAULICHAUR,1,Health Post
29.59,80.82,new+AF8-HF.290,Deulikot SHP,bajhang,DEULIKOT,1,Health Post
29.58,81.29,new+AF8-HF.291,Sainpasela SHP,bajhang,SAINPASELA,5,Health Post
29.47,81.06,new+AF8-HF.292,Kotbhairab HP,bajhang,KOT BHAIRAB,3,Health Post
29.46,81.06,new+AF8-HF.293,Koiralakot SHP,bajhang,KOIRALAKOT,1,Health Post
29.46,81,new+AF8-HF.294,Parakatne SHP,bajhang,PARAKATNE,7,Health Post
29.53,81.06,new+AF8-HF.295,Kotchaughanpata HP,bajhang,BYASI,5,Health Post
29.53,81.1,new+AF8-HF.296,Kadel SHP,bajhang,KADEL,7,Health Post
29.55,81.08,new+AF8-HF.297,Jay prithibinagar SHP,bajhang,KADEL,5,Health Post
29.55,81.23,new+AF8-HF.298,Kotdewal HP,bajhang,KOTDEWAL,5,Health Post
29.55,81.24,new+AF8-HF.299,Bhatekhola SHP,bajhang,BHATEKHOLA,6,Health Post
29.54,81.23,new+AF8-HF.300,Kailash SHP,bajhang,KAILASH,4,Health Post
29.54,81.25,new+AF8-HF.301,Mashdev SHP,bajhang,MASTA,5,Health Post
29.55,81.02,new+AF8-HF.302,Lekhgau HP,bajhang,LEKGAU,7,Health Post
29.54,80.93,new+AF8-HF.303,Bhamchaur HP,bajhang,BHAMCHAUR,2,Health Post
29.54,80.99,new+AF8-HF.304,Rilu SHP,bajhang,RILU,1,Health Post
29.49,81.1,new+AF8-HF.305,Malumela HP,bajhang,MALUMELA,5,Health Post
29.5,81.09,new+AF8-HF.306,Matela SHP,bajhang,MATELA,1,Health Post
29.61,80.84,new+AF8-HF.307,Pipalkot HP,bajhang,PIPALKOT,4,Health Post
29.59,81.23,new+AF8-HF.308,Sunikot SHP,bajhang,SUNIKOT,6,Health Post
29.64,81.09,new+AF8-HF.309,Surma SHP,bajhang,SURMA,3,Health Post
29.5,81.67,new+AF8-HF.310,+ACI-District Hospital, Bajura+ACI-,bajura,MARTADI,5,District Hospital
29.46,81.48,new+AF8-HF.311,Kolti PHC,bajura,KOLTI,1,Primary Health Care Centre
29.57,81.73,new+AF8-HF.312,Bichhaiyan SHP,bajura,BICHHAIYA,6,Health Post
29.43,81.73,new+AF8-HF.313,Sappata HP,bajura,SAPPATA,2,Health Post
29.34,81.33,new+AF8-HF.314,Tolidewal HP,bajura,TOLIDEWAL,7,Health Post
29.45,81.7,new+AF8-HF.315,Jagannath SHP,bajura,JAGANNATH,4,Health Post
29.4,81.31,new+AF8-HF.316,Gudukhati HP,bajura,GUDUKHATI,3,Health Post
29.3,81.35,new+AF8-HF.317,Chhatara SHP,bajura,CHHATARA,5,Health Post
29.37,81.25,new+AF8-HF.318,Jayabageswori HP,bajura,JAYABAGESWORI,3,Health Post
29.42,81.43,new+AF8-HF.319,Budhiganga SHP,bajura,BUDHIGANGA,6,Health Post
29.48,81.71,new+AF8-HF.320,Baddhu SHP,bajura,BADDHU,8,Health Post
29.29,81.36,new+AF8-HF.321,Bramhatola SHP,bajura,BRAMHATOLA,6,Health Post
29.47,81.61,new+AF8-HF.322,Pandusain HP,bajura,PANDUSAIN,8,Health Post
29.34,81.3,new+AF8-HF.323,Dewalsain HP,bajura,BARHABIS,6,Health Post
29.46,81.45,new+AF8-HF.324,Jugada HP,bajura,JUGADA,2,Health Post
29.48,81.73,new+AF8-HF.325,Wai SHP,bajura,BAI,5,Health Post
29.51,81.44,new+AF8-HF.326,Dahakot HP,bajura,DAHAKOT,5,Health Post
29.48,81.4,new+AF8-HF.327,Manakot SHP,bajura,MANAKOT,2,Health Post
29.46,81.52,new+AF8-HF.328,Martadi HP,bajura,MARTADI,1,Health Post
29.37,81.33,new+AF8-HF.329,Bajura HP,bajura,KULDEUMADAU,9,Health Post
29.42,81.35,new+AF8-HF.330,Atichaur HP,bajura,ATICHAUR,4,Health Post
29.37,81.23,new+AF8-HF.331,Kanda HP,bajura,KANDA,6,Health Post
29.42,81.29,new+AF8-HF.332,Dogadi HP,bajura,DOGADI,8,Health Post
29.39,81.71,new+AF8-HF.333,Hunimahati HP,bajura,GOTREE,8,Health Post
29.5,81.66,new+AF8-HF.334,Kotila SHP,bajura,KOTILA,4,Health Post
29.6,81.77,new+AF8-HF.335,Rugin HP,bajura,RUGIN,6,Health Post
29.35,81.36,new+AF8-HF.336,Kailashmandau SHP,bajura,KAILASHMANDAU,4,Health Post
28.21,81.63,new+AF8-HF.337,+ACI-Bheri Zonal Hospital, Banke+ACI-,banke,NEPALGUNJ MUNICIPALITY,13,Zonal Hospital
28.05,81.62,new+AF8-HF.338,Tripura Children's Hospital Pvt Ltd,banke,NEPALGUNJ MUNICIPALITY,13,Private Hospital
28.05,81.62,new+AF8-HF.339,Banakatawa PHC,banke,BANKATAWA,7,Primary Health Care Centre
28.12,81.58,new+AF8-HF.340,Western Hospital +ACY- Research Centre,banke,NEPALGUNJ MUNICIPALITY,13,Private Hospital
28.05,81.62,new+AF8-HF.341,Bageswari PHC,banke,BAGESWARI,2,Primary Health Care Centre
27.88,81.89,new+AF8-HF.342,Phattewal Eye Hospital,banke,NEPALGUNJ MUNICIPALITY,7,Hospital (NGO)
28.06,81.64,new+AF8-HF.343,Laxmanpur PHC,banke,LAXMANPUR,8,Primary Health Care Centre
28.06,81.62,new+AF8-HF.344,United Hospital Pvt Ltd,banke,NEPALGUNJ MUNICIPALITY,16,Private Hospital
28.2,81.68,new+AF8-HF.345,Kohalpur Medical College,banke,RAJHENA,3,Medical College
28.06,81.62,new+AF8-HF.346,Nepalgunj Medical College,banke,NEPALGUNJ MUNICIPALITY,16,Medical College
27.99,81.71,new+AF8-HF.347,+ACI-Meri Stopes Centre, Nepalgunj+ACI-,banke,NEPALGUNJ MUNICIPALITY,3,Other HF (INGO)
28.06,81.62,new+AF8-HF.348,Holiya SHP,banke,HOLIYA,9,Health Post
28.05,81.62,new+AF8-HF.349,Udarapur HP,banke,UDHARAPUR,7,Health Post
28.12,81.54,new+AF8-HF.350,+ACI-FPAN, Nepalgunj+ACI-,banke,NEPALGUNJ MUNICIPALITY,17,Other NGO Health Facility
28.02,81.63,new+AF8-HF.351,Everest Poly clinic and Reasearch Center,banke,NEPALGUNJ MUNICIPALITY,13,Private Clinics
28.05,81.62,new+AF8-HF.352,Bhawaniyapur SHP,banke,BHABANIYAPUR,7,Health Post
28.05,81.62,new+AF8-HF.353,Puraina SHP,banke,PURAINA,2,Health Post
28.05,81.65,new+AF8-HF.354,Health Care Research Centre,banke,NEPALGUNJ MUNICIPALITY,13,Other Private HF
28.06,81.62,new+AF8-HF.355,Radhapur SHP,banke,RADHAPUR,5,Health Post
27.52,82.8,new+AF8-HF.400,Jhitakaiya (South) HP,bara,JHITAKAIYA(DAKSHIN),3,Health Post
28.07,81.54,new+AF8-HF.356,Madhya Paschim Polyclinic,banke,NEPALGUNJ MUNICIPALITY,13,Private Clinics
28.11,81.61,new+AF8-HF.357,Khajurakhurda SHP,banke,KHAJURAKHURDA,2,Health Post
28.19,81.55,new+AF8-HF.358,Titihiriya SHP,banke,TITIHIRIYA,1,Health Post
28.19,81.66,new+AF8-HF.359,Rajhena SHP,banke,RAJHENA,3,Health Post
28.28,81.66,new+AF8-HF.360,Chisapani SHP,banke,CHISAPANI,1,Health Post
28.23,81.65,new+AF8-HF.361,Naubasta SHP,banke,NAUBASTA,5,Health Post
27.87,81.92,new+AF8-HF.362,Kathkuiya HP,banke,KATKUIYA,3,Health Post
27.93,81.8,new+AF8-HF.363,Matahiya SHP,banke,MATEHIYA,6,Health Post
28.02,81.62,new+AF8-HF.364,Piparhawa SHP,banke,PIPRAHAWA,5,Health Post
28.06,81.57,new+AF8-HF.365,Belbhar SHP,banke,BELBHAR,1,Health Post
28.04,81.57,new+AF8-HF.366,Saigaun SHP,banke,SAIGAUN,3,Health Post
28.01,82.19,new+AF8-HF.367,Khaskusma SHP,banke,KHASKUSMA,0,Health Post
28.05,81.85,new+AF8-HF.368,Binauna SHP,banke,BINAUNA,5,Health Post
28.02,81.89,new+AF8-HF.369,Bejapur SHP,banke,BAIJAPUR,4,Health Post
27.89,81.9,new+AF8-HF.370,Narainapur SHP,banke,NARAINAPUR,7,Health Post
27.95,81.77,new+AF8-HF.371,Gangapur HP,banke,GANGAPUR,9,Health Post
28.03,81.6,new+AF8-HF.372,Jaispur HP,banke,JAISPUR,7,Health Post
28.07,81.86,new+AF8-HF.373,Kachanapur HP,banke,KACHANAPUR,4,Health Post
28.01,81.76,new+AF8-HF.374,Phattepur HP,banke,PHATTEPUR,7,Health Post
27.89,81.88,new+AF8-HF.375,Kalaphata HP,banke,KALAPHANTA,9,Health Post
28.15,81.54,new+AF8-HF.376,Sonpur HP,banke,SONPUR,8,Health Post
28.07,81.62,new+AF8-HF.377,Nepalgung HP,banke,NEPALGUNJ MUNICIPALITY,16,Health Post
28.04,81.65,new+AF8-HF.378,Udayapur HP,banke,UDAYAPUR,7,Health Post
28.16,81.66,new+AF8-HF.379,Shamsergunj HP,banke,SAMSERGANJ,1,Health Post
28.09,81.54,new+AF8-HF.380,Sitapur SHP,banke,SITAPUR,6,Health Post
28.13,81.66,new+AF8-HF.381,Ganapur SHP,banke,GANAPUR,2,Health Post
28.05,81.6,new+AF8-HF.382,Paraspur HP,banke,PARASPUR,8,Health Post
28.07,81.69,new+AF8-HF.383,Kamdi SHP,banke,KAMDI,9,Health Post
28.07,81.64,new+AF8-HF.384,Khaskarkado SHP,banke,KHASKARKANDO,8,Health Post
28.08,81.6,new+AF8-HF.385,Indarpur SHP,banke,INDRAPUR,8,Health Post
28.05,81.7,new+AF8-HF.386,Banakatti SHP,banke,BANKATTI,4,Health Post
28.07,81.66,new+AF8-HF.387,Basudevapur SHP,banke,BASUDEVPUR,8,Health Post
28.18,81.69,new+AF8-HF.388,Kohalpur SHP,banke,KOHALPUR,2,Health Post
28.15,81.58,new+AF8-HF.389,Raniyapur SHP,banke,RANIYAPUR,8,Health Post
28.11,81.66,new+AF8-HF.390,Manikapur SHP,banke,MANIKAPUR,2,Health Post
28.01,81.64,new+AF8-HF.391,Hirminiya HP,banke,HIRMINIYA,2,Health Post
28.11,81.63,new+AF8-HF.392,Belahari SHP,banke,BELAHARI,5,Health Post
28.06,81.67,new+AF8-HF.393,Puraini SHP,banke,PURAINI,3,Health Post
28.15,81.76,new+AF8-HF.394,Mahadevpuri SHP,banke,MAHADEVPURI,5,Health Post
28.01,81.71,new+AF8-HF.395,Betahani SHP,banke,BETAHANI,5,Health Post
27.02,85.06,new+AF8-HF.396,Ganj Bhawanipur PHC,bara,GANJ BHAWANIPUR,2,Primary Health Care Centre
27.61,82.77,new+AF8-HF.397,+ACI-Kalaiya District Hospital, Bara+ACI-,bara,KALAIYA MUNICIPALITY,8,District Hospital
27.16,84.97,new+AF8-HF.398,Pipara Simara PHC,bara,PIPARA SIMARA,4,Primary Health Care Centre
27.51,82.86,new+AF8-HF.399,Hardiya PHC,bara,HARDIYA,3,Primary Health Care Centre
27.17,85.19,new+AF8-HF.401,Nijgadh PHC,bara,NIJGADH,9,Primary Health Care Centre
26.96,85.1,new+AF8-HF.402,Amarpatti SHP,bara,AMARPATTI,1,Health Post
27.28,84.99,new+AF8-HF.403,Amlekhganj SHP,bara,AMLEKHGANJ,0,Health Post
26.89,85.11,new+AF8-HF.404,Amritgang SHP,bara,AMRITGANG,3,Health Post
27.04,85.15,new+AF8-HF.405,Avab HP,bara,AMAB,6,Health Post
26.98,85.07,new+AF8-HF.406,Babuain SHP,bara,BABUAIN,4,Health Post
27.04,85.16,new+AF8-HF.407,Bachhanpurwa SHP,bara,BACHHANPURWA,2,Health Post
26.93,85,new+AF8-HF.408,Badaki Fulbariya SHP,bara,BADAKI FULBARIYA,7,Health Post
26.91,85.05,new+AF8-HF.409,Bagahi SHP,bara,BAGAHI,3,Health Post
27.04,84.91,new+AF8-HF.410,Bahuari SHP,bara,BAHUARI,3,Health Post
26.99,84.99,new+AF8-HF.411,Balirampur HP,bara,BALIRAMPUR,6,Health Post
27.6,85.03,new+AF8-HF.412,Bandhuwan HP,bara,BAGHAWAN,1,Health Post
27.06,84.99,new+AF8-HF.413,Banjariya SHP,bara,BANJARIYA,6,Health Post
26.98,84.92,new+AF8-HF.414,Barainiya SHP,bara,BARAINIYA,2,Health Post
26.99,85.05,new+AF8-HF.415,Bariyarpur HP,bara,BARIYARPUR,5,Health Post
26.99,84.92,new+AF8-HF.416,Batara SHP,bara,BATARA,5,Health Post
26.86,85.04,new+AF8-HF.417,Beldari SHP,bara,BELDARI,8,Health Post
26.89,85.07,new+AF8-HF.418,Benauli SHP,bara,BENAULI,3,Health Post
26.92,85.16,new+AF8-HF.419,Bhagwanpur SHP,bara,BHAGWANPUR,1,Health Post
27.02,84.94,new+AF8-HF.420,Bhaluyeearwaliya SHP,bara,BHALUHI BHARBALIYA,6,Health Post
27.21,85.25,new+AF8-HF.421,Bharatganjsigaul SHP,bara,BHARATGANJ SIGAUL,5,Health Post
27.04,84.97,new+AF8-HF.422,Bhatauda SHP,bara,BHATAUDA,5,Health Post
27.08,85.05,new+AF8-HF.423,Bhodaha HP,bara,BHODAHA,7,Health Post
26.99,84.9,new+AF8-HF.424,Bishrampur SHP,bara,BISHRAMPUR,9,Health Post
26.87,85.1,new+AF8-HF.425,Bishunpur HP,bara,BISHUNPUR,3,Health Post
27,85.15,new+AF8-HF.426,Bishunpurwa HP,bara,BISHUNPURWA,9,Health Post
27.05,84.94,new+AF8-HF.427,Buniyad SHP,bara,BUNIYAD,2,Health Post
27.09,84.95,new+AF8-HF.428,Chhata Pipra HP,bara,CHHATA PIPRA,1,Health Post
26.98,84.93,new+AF8-HF.429,Chhatawa SHP,bara,CHHATAWA,4,Health Post
27.01,85.06,new+AF8-HF.430,Dahiyar SHP,bara,DAHIYAR,4,Health Post
26.92,85.13,new+AF8-HF.431,Dewapur SHP,bara,DEWAPUR,5,Health Post
26.98,84.97,new+AF8-HF.432,Dharmanagar SHP,bara,DHARMA NAGAR,0,Health Post
27.06,85.04,new+AF8-HF.433,Dohari HP,bara,DOHARI,6,Health Post
27.14,85.02,new+AF8-HF.434,Dumarwana SHP,bara,DUMARWANA,4,Health Post
27.12,85.02,new+AF8-HF.435,Fattepur HP,bara,FATTEPUR,4,Health Post
27.01,85.11,new+AF8-HF.436,Gadhahal SHP,bara,GADHAHAL,7,Health Post
26.89,85.13,new+AF8-HF.437,Golaganj (Simraungadh) HP,bara,GOLAGANJ,7,Health Post
27.07,85.09,new+AF8-HF.438,Haraiya HP,bara,HARAIYA,4,Health Post
26.9,85.1,new+AF8-HF.439,Hariharpur SHP,bara,HARIHARPUR,7,Health Post
26.95,85.15,new+AF8-HF.440,Inarwamal HP,bara,INARWAMAL,6,Health Post
27.09,84.99,new+AF8-HF.441,Inarwasira SHP,bara,INARWASIRA,6,Health Post
27,84.9,new+AF8-HF.442,Itiyahi SHP,bara,ITIYAHI,4,Health Post
27.07,85.03,new+AF8-HF.443,Jhitakaiya (North) HP,bara,JHITAKAIYA(UTTAR),5,Health Post
27.13,84.96,new+AF8-HF.444,Jitpur Bhawanipur HP,bara,JITPUR BHAWANIPUR,3,Health Post
26.91,85.03,new+AF8-HF.445,Kabahigoth HP,bara,KABAHIGOTH,6,Health Post
27,85.07,new+AF8-HF.446,Kabahijabdi SHP,bara,KABAHIJABDI,6,Health Post
27.47,84.28,new+AF8-HF.743,Gardi SHP,chitwan,GARDI,8,Health Post
26.89,85.16,new+AF8-HF.447,Kachorwa SHP,bara,KACHORWA,8,Health Post
27.1,85.13,new+AF8-HF.448,Kakadi HP,bara,KAKADI,2,Health Post
27.04,85.08,new+AF8-HF.449,Karaiya HP,bara,KARAIYA,3,Health Post
27.01,85.13,new+AF8-HF.450,Khopawa HP,bara,KHOPAWA,2,Health Post
27.07,85.17,new+AF8-HF.451,Kolhabi SHP,bara,KOLHABI,6,Health Post
26.94,85.1,new+AF8-HF.452,Kudawa SHP,bara,KUDAWA,5,Health Post
26.93,85.11,new+AF8-HF.453,Laxmipur Kotwali SHP,bara,LAXMIPUR KOTWALI,7,Health Post
27.07,84.92,new+AF8-HF.454,Lipanimal SHP,bara,LIPANIMAL,6,Health Post
27.99,85.08,new+AF8-HF.455,Madhurijabdi SHP,bara,MADHURIJABDI,4,Health Post
26.95,85.13,new+AF8-HF.456,Chautaha HP,bara,MAHENDRA ADARSHA,5,Health Post
27.05,85.05,new+AF8-HF.457,Maheshpur HP,bara,MAHESHPUR,8,Health Post
26.94,85.05,new+AF8-HF.458,Majhariya SHP,bara,MAJHARIYA,4,Health Post
27.11,85.06,new+AF8-HF.459,Manaharwa HP,bara,MANAHARWA,1,Health Post
26.96,84.97,new+AF8-HF.460,Matiarwa SHP,bara,MATIARWA,4,Health Post
27.02,84.96,new+AF8-HF.461,Motisar SHP,bara,MOTISAR,0,Health Post
27.01,85.1,new+AF8-HF.462,Gadahal HP,bara,NARAHI,1,Health Post
26.88,85.07,new+AF8-HF.463,Pakadiyachikani SHP,bara,PAKADIYA CHIKANI,5,Health Post
26.95,85,new+AF8-HF.464,Paparpatijabdi SHP,bara,PAPARPATI JABDI,7,Health Post
26.93,85.16,new+AF8-HF.465,Paterwa SHP,bara,PATERWA,2,Health Post
26.98,85.03,new+AF8-HF.466,Patharhati SHP,bara,PATHARHATI,4,Health Post
26.96,85.12,new+AF8-HF.467,Pathera HP,bara,PATHERA,4,Health Post
27,84.94,new+AF8-HF.468,Pheta HP,bara,PHETA,2,Health Post
26.95,85.07,new+AF8-HF.469,Pipara Birta SHP,bara,PIPARABIRTA,2,Health Post
26.87,85.08,new+AF8-HF.470,Piparpati Parchrouwa SHP,bara,PIPARPATI PARCHROUWA,9,Health Post
26.99,85.12,new+AF8-HF.471,Pipra Basantapur HP,bara,PIPRA BASANTAPUR,3,Health Post
27.95,85.02,new+AF8-HF.472,Pipradhigoth SHP,bara,PIPRADHI GOTH,1,Health Post
27.03,84.93,new+AF8-HF.473,Prasauni HP,bara,PRASAUNI,3,Health Post
27.08,85.12,new+AF8-HF.474,Prasona HP,bara,PRASAUNA,9,Health Post
27.08,84.97,new+AF8-HF.475,Prastoka SHP,bara,PRASTOKA,1,Health Post
26.93,85.04,new+AF8-HF.476,Prasurmpur SHP,bara,PRASURAMPUR,6,Health Post
27,84.97,new+AF8-HF.477,Purainiya SHP,bara,PURAINIYA,4,Health Post
27.02,86.18,new+AF8-HF.478,Raghunathpur SHP,bara,RAGHUNATHPUR,0,Health Post
27.07,84.94,new+AF8-HF.479,Rampur HP,bara,RAMPUR TOKANI,6,Health Post
27.07,85.18,new+AF8-HF.480,Rampurwa HP,bara,RAMPURWA,3,Health Post
27.24,85.11,new+AF8-HF.481,Ratanpuri SHP,bara,RATANPURI,2,Health Post
27.97,85.02,new+AF8-HF.482,Rauwahi HP,bara,RAUWAHI,6,Health Post
27.08,85.15,new+AF8-HF.483,Sapahi HP,bara,SAPAHI,3,Health Post
26.89,85.09,new+AF8-HF.484,Shreenagar Bairiya SHP,bara,SHREENAGAR BAIRIYA,1,Health Post
27.03,85.08,new+AF8-HF.485,Sihorwa HP,bara,SIHORWA,8,Health Post
27.01,85.17,new+AF8-HF.486,Sinhasani HP,bara,SINHASANI,3,Health Post
27.02,84.98,new+AF8-HF.487,Sisahaniya SHP,bara,SISAHANIYA,1,Health Post
26.97,85.17,new+AF8-HF.488,Tedhakatti HP,bara,TEDHAKATTI,6,Health Post
26.95,85.03,new+AF8-HF.489,Telkuwa SHP,bara,TELKUWA,4,Health Post
27.04,85.1,new+AF8-HF.490,Tetariya HP,bara,TETARIYA,4,Health Post
26.9,85.14,new+AF8-HF.491,Uchidiha HP,bara,UCHIDIHA,4,Health Post
27.04,85.13,new+AF8-HF.492,Umarjan HP,bara,UMARJAN,2,Health Post
27.2,85.17,new+AF8-HF.493,Nijgadh (Kachhariyatole) HP,bara,NIJGADH,4,Health Post
27.04,84.94,new+AF8-HF.494,Khutwajabdi SHP,bara,KHUTWAJABDI,6,Health Post
27.03,85,new+AF8-HF.495,Bara Nurshing Home,bara,KALAIYA MUNICIPALITY,7,Nursing Home
27.16,84.97,new+AF8-HF.496,Simara Polyclinic +ACY- Research Centre,bara,JITPUR BHAWANIPUR,4,Private Clinics
27.2,84.98,new+AF8-HF.497,GWP Pathalaiya,bara,NIJGADH,9,Other NGO Health Facility
27.18,85.18,new+AF8-HF.498,Marie Stopes Centre,bara,NIJGADH,7,Other HF (INGO)
27.18,85.18,new+AF8-HF.499,Swostik Polyclinc +ACY- Diagnostic Centre,bara,NIJGADH,7,Private Clinics
27.03,85,new+AF8-HF.500,General x+AC0-ray Centre,bara,KALAIYA MUNICIPALITY,7,Other Private HF
27.03,85,new+AF8-HF.501,General Polyclinic,bara,KALAIYA MUNICIPALITY,7,Private Clinics
28.48,81.21,new+AF8-HF.502,Geruwa Community Health Centre,bardiya,PASUPATINAGAR,5,Other NGO Health Facility
28.45,81.32,new+AF8-HF.503,Sorhawa PHC,bardiya,SORHAWA,9,Primary Health Care Centre
28.17,81.5,new+AF8-HF.504,Nepal STD +ACY- AIDS Reaserch Center,bardiya,NEULAPUR,5,Other NGO Health Facility
28.32,81.39,new+AF8-HF.505,KP Polyclinic,bardiya,NEULAPUR,5,Other Private HF
28.45,81.32,new+AF8-HF.506,Magaragadi PHC,bardiya,MAGARAGADI,2,Primary Health Care Centre
28.24,81.52,new+AF8-HF.507,Rajapur PHC,bardiya,RAJAPUR,6,Primary Health Care Centre
28.43,81.1,new+AF8-HF.508,SoS Medical Center,bardiya,MOTIPUR,8,Other HF (INGO)
28.27,81.46,new+AF8-HF.509,Paropakar Rural Health Service Cooperative,bardiya,DEUDAKALA,3,Other Cooperative Health Facility
28.21,81.34,new+AF8-HF.510,Institute of Community Health (ICH),bardiya,GULARIYA MUNICIPALITY,6,Other NGO Health Facility
28.21,81.35,new+AF8-HF.511,Nepal Family Planning Association,bardiya,GULARIYA MUNICIPALITY,6,Other NGO Health Facility
28.21,81.35,new+AF8-HF.512,Nepal Redcross Society,bardiya,GULARIYA MUNICIPALITY,7,Other NGO Health Facility
28.3,81.28,new+AF8-HF.513,Bardiya Polyclinic,bardiya,SANOSHREE,6,Other Private HF
28.2,81.35,new+AF8-HF.514,Krishnaraj Polyclinic,bardiya,GULARIYA MUNICIPALITY,8,Other Private HF
28.21,81.35,new+AF8-HF.515,Blue Diomand Society,bardiya,GULARIYA MUNICIPALITY,6,Other NGO Health Facility
28.2,81.35,new+AF8-HF.516,+ACI-Gulariya Hospital, Bardiya+ACI-,bardiya,GULARIYA MUNICIPALITY,8,District Hospital
28.19,81.39,new+AF8-HF.517,Mahamadpur SHP,bardiya,MAHAMADPUR,6,Health Post
28.19,81.48,new+AF8-HF.518,Mainapokhar SHP,bardiya,MANPUR MAINAPOKHAR,1,Health Post
28.18,81.44,new+AF8-HF.519,Kalika SHP,bardiya,KALIKA,8,Health Post
28.12,81.49,new+AF8-HF.520,Jamuni HP,bardiya,JAMUNI,5,Health Post
28.38,81.19,new+AF8-HF.521,Khairi Chandanpur HP,bardiya,KHAIRI CHANDANPUR,6,Health Post
28.43,81.19,new+AF8-HF.522,Manau SHP,bardiya,MANAU,5,Health Post
28.44,81.14,new+AF8-HF.523,Badalpur SHP,bardiya,BADALPUR,1,Health Post
28.34,81.27,new+AF8-HF.524,Dhodhari SHP,bardiya,DHODHARI,7,Health Post
28.47,81.19,new+AF8-HF.525,Pasupatinagar SHP,bardiya,PASUPATINAGAR,8,Health Post
28.51,81.21,new+AF8-HF.526,Gola SHP,bardiya,GOLA,5,Health Post
28.3,81.28,new+AF8-HF.527,Sanoshree HP,bardiya,SANOSHREE,6,Health Post
28.24,81.31,new+AF8-HF.528,Khairapur HP,bardiya,GULARIYA MUNICIPALITY,3,Health Post
28.41,81.31,new+AF8-HF.529,Baganaha HP,bardiya,BAGANAHA,7,Health Post
28.18,81.34,new+AF8-HF.530,Mathura Haridawar SHP,bardiya,GULARIYA MUNICIPALITY,12,Health Post
28.28,81.26,new+AF8-HF.531,Taratal SHP,bardiya,TARATAL,4,Health Post
28.5,81.3,new+AF8-HF.532,Sivapur HP,bardiya,SIVAPUR,5,Health Post
28.45,81.32,new+AF8-HF.533,Neulapur HP,bardiya,NEULAPUR,7,Health Post
28.5,81.19,new+AF8-HF.534,Patabhar HP,bardiya,PATABHAR,2,Health Post
28.46,81.16,new+AF8-HF.535,Nayagaun HP,bardiya,NAYA GAUN,7,Health Post
28.33,81.33,new+AF8-HF.536,Baniyabhar SHP,bardiya,BANIYABHAR,8,Health Post
28.3,81.34,new+AF8-HF.537,Padanaha SHP,bardiya,PADANAHA,1,Health Post
28.42,81.24,new+AF8-HF.538,Suryapatawa SHP,bardiya,SURYAPATAWA,4,Health Post
28.47,81.27,new+AF8-HF.539,Thakudwara SHP,bardiya,THAKUDWARA,3,Health Post
28.3,81.41,new+AF8-HF.540,Dhadhawar SHP,bardiya,DHADHAWAR,4,Health Post
28.4,81.16,new+AF8-HF.541,Manpur Tapara SHP,bardiya,MANPUR TAPARA,8,Health Post
28.4,81.11,new+AF8-HF.542,Bhimapur SHP,bardiya,BHIMAPUR,3,Health Post
28.47,81.13,new+AF8-HF.543,Daulatpur HP,bardiya,DAULATPUR,7,Health Post
28.25,81.57,new+AF8-HF.544,Belawa HP,bardiya,BELAWA,9,Health Post
28.25,81.46,new+AF8-HF.545,Deudakala HP,bardiya,DEUDAKALA,6,Health Post
28.24,81.52,new+AF8-HF.546,Motipur SHP,bardiya,MOTIPUR,8,Health Post
27.69,85.48,new+AF8-HF.547,Bageswori HP,bhaktapur,BAGESWORI,0,Health Post
27.67,85.37,new+AF8-HF.548,Balkot SHP,bhaktapur,BALKOT,0,Health Post
27.67,85.42,new+AF8-HF.549,Bhaktapur Hospital,bhaktapur,BHAKTAPUR MUNICIPALITY,17,Central Hospital
27.67,85.42,new+AF8-HF.550,DPHO Clinic (MCH Clinic),bhaktapur,BHAKTAPUR MUNICIPALITY,1,Other Government HF
27.67,85.42,new+AF8-HF.551,Bhaktapur Cancer Hospital,bhaktapur,BHAKTAPUR MUNICIPALITY,1,Community Hospital (Cooperative)
27.67,85.43,new+AF8-HF.552,Siddhi Memorial Hospital,bhaktapur,BHAKTAPUR MUNICIPALITY,7,Other HF (INGO)
27.67,85.41,new+AF8-HF.553,Dr. Iwamura Memorial Hospital,bhaktapur,BHAKTAPUR MUNICIPALITY,17,Private Hospital
27.67,85.43,new+AF8-HF.554,Bindia Pharmacy,bhaktapur,BHAKTAPUR MUNICIPALITY,0,Private Clinics
27.68,85.44,new+AF8-HF.555,Binayak Pharma,bhaktapur,BHAKTAPUR MUNICIPALITY,4,Private Clinics
27.68,85.44,new+AF8-HF.556,Khwapa Pharmacy and Clinic,bhaktapur,BHAKTAPUR MUNICIPALITY,4,Private Clinics
27.67,85.43,new+AF8-HF.557,Siddhi Pathology Laboratory,bhaktapur,BHAKTAPUR MUNICIPALITY,6,Other non+AC0-governmental
27.68,85.44,new+AF8-HF.558,Arogya Pathology Service,bhaktapur,BHAKTAPUR MUNICIPALITY,4,Other non+AC0-governmental
27.67,85.42,new+AF8-HF.559,Prime Dental Hospital and Research Centre,bhaktapur,BHAKTAPUR MUNICIPALITY,17,Private Hospital
