FID,the_geom,NQID,HFNAME,DISTRICT,VDC,WARD,LATITUDE,LONGITUDE,ALTITUDE,TYPE,EZONE,MAJROTYP,REGION
new_HF.189,POINT (83.6 28.28),5081,"FPAN, Baglung",baglung,BAGLUNG MUNICIPALITY,11,28.28,83.6,980,Other NGO Health Facility,Hill,Other HFs,Western
new_HF.190,POINT (83.6 28.27),5082,MCH Clinic,baglung,BAGLUNG MUNICIPALITY,2,28.27,83.6,989,Other Government HF,Hill,Other HFs,Western
new_HF.191,POINT (83.43 28.22),6049,Aarogya Hospital Pvt. Ltd.,baglung,HATIYA,3,28.22,83.43,1174,Private Hospital,Hill,Private hospital,Western
new_HF.192,POINT (83.6 28.27),6050,Muktinath Pvt Hospital,baglung,BAGLUNG MUNICIPALITY,2,28.27,83.6,393,Private Hospital,Hill,Private hospital,Western
new_HF.193,POINT (83.14 28.27),8088,Darling SHP,baglung,DARLING,8,28.27,83.14,1303,Health Post,Hill,SHP,Western
new_HF.194,POINT (80.42 29.56),7401,Kesharpur PHC,baitadi,MELAULI,2,29.56,80.42,1746,Primary Health Care Centre,Hill,PHCC,Far western
new_HF.195,POINT (80.4 29.41),7401,"District Hospital, Baitadi",baitadi,DASHARATHCHANDA MUNICIPALITY,1,29.41,80.4,1550,District Hospital,Hill,Government hospital,Far western
new_HF.196,POINT (80.65 29.42),7402,Patan PHC,baitadi,PATAN,9,29.42,80.65,1313,Primary Health Care Centre,Hill,PHCC,Far western
new_HF.197,POINT (80.38 29.38),74001,Bilashpur SHP,baitadi,BISALPUR,6,29.38,80.38,1304,Health Post,Hill,SHP,Far western
new_HF.198,POINT (80.43 29.43),74002,Salena SHP,baitadi,SALENA,3,29.43,80.43,1384,Health Post,Hill,SHP,Far western
new_HF.199,POINT (80.37 29.38),74003,Udayadeb SHP,baitadi,UDAYADEB,6,29.38,80.37,1209,Health Post,Hill,SHP,Far western
new_HF.200,POINT (80.3 29.42),74004,Sarmali SHP,baitadi,SARMALI,1,29.42,80.3,1321,Health Post,Hill,SHP,Far western
new_HF.201,POINT (80.38 29.42),74005,Shivbanath SHP,baitadi,SHIBANATH,4,29.42,80.38,1538,Health Post,Hill,SHP,Far western
new_HF.202,POINT (80.42 29.43),74006,Maharudra SHP,baitadi,MAHARUDRA,1,29.43,80.42,1486,Health Post,Hill,SHP,Far western
new_HF.203,POINT (80.47 29.45),74007,Durgasthan HP,baitadi,DURGASTHAN,3,29.45,80.47,1625,Health Post,Hill,HP,Far western
new_HF.204,POINT (80.65 29.42),74008,Siddhapur SHP,baitadi,SIDDHAPUR,4,29.42,80.65,1998,Health Post,Hill,SHP,Far western
new_HF.205,POINT (80.65 29.42),74009,Siddheswor SHP,baitadi,SIDDHESWOR,9,29.42,80.65,2224,Health Post,Hill,SHP,Far western
new_HF.206,POINT (80.55 29.46),74010,Silanga SHP,baitadi,SILANGA,2,29.46,80.55,1374,Health Post,Hill,SHP,Far western
new_HF.207,POINT (80.53 29.48),74011,Bhumeswor SHP,baitadi,BHUMESWOR,0,29.48,80.53,1671,Health Post,Hill,SHP,Far western
new_HF.208,POINT (80.42 29.56),74012,Basantapur HP,baitadi,BASANTAPUR,5,29.56,80.42,1741,Health Post,Hill,HP,Far western
new_HF.209,POINT (80.55 29.46),74013,Sakar SHP,baitadi,SAKAR,5,29.46,80.55,1494,Health Post,Hill,SHP,Far western
new_HF.210,POINT (80.55 29.46),74014,Gujar SHP,baitadi,GUJAR,9,29.46,80.55,1441,Health Post,Hill,SHP,Far western
new_HF.211,POINT (80.5 29.41),74015,Kaipal SHP,baitadi,KAILPAL,5,29.41,80.5,1507,Health Post,Hill,SHP,Far western
new_HF.212,POINT (80.39 29.5),74016,Giregada HP,baitadi,GIREGADA,6,29.5,80.39,1583,Health Post,Hill,HP,Far western
new_HF.213,POINT (80.39 29.5),74017,Raudidewal HP,baitadi,RAUDIDEWAL,3,29.5,80.39,1173,Health Post,Hill,HP,Far western
new_HF.214,POINT (80.37 29.38),74018,Hadakot HP,baitadi,MATHAIRAJ,8,29.38,80.37,1557,Health Post,Hill,HP,Far western
new_HF.215,POINT (80.7 29.68),74019,Rudreswor SHP,baitadi,RUDRESWOR,7,29.68,80.7,804,Health Post,Hill,SHP,Far western
new_HF.216,POINT (80.33 29.4),74020,Gokuleshwor SHP,baitadi,GOKULESWOR,9,29.4,80.33,820,Health Post,Hill,SHP,Far western
new_HF.217,POINT (80.61 29.65),74021,Dilasaini SHP,baitadi,DILASAINI,6,29.65,80.61,1527,Health Post,Hill,SHP,Far western
new_HF.218,POINT (80.69 29.61),74022,Hat HP,baitadi,HAT,3,29.61,80.69,1373,Health Post,Hill,HP,Far western
new_HF.219,POINT (80.7 29.6),74023,Nwadeu SHP,baitadi,NWADEU,4,29.6,80.7,1832,Health Post,Hill,SHP,Far western
new_HF.220,POINT (80.42 29.56),74024,Kotpetara SHP,baitadi,KOTPETARA,6,29.56,80.42,991,Health Post,Hill,SHP,Far western
new_HF.221,POINT (80.72 29.57),74025,Kotila SHP,baitadi,KOTILA,7,29.57,80.72,1525,Health Post,Hill,SHP,Far western
new_HF.222,POINT (80.74 29.6),74026,Kuwakot SHP,baitadi,KUWAKOT,3,29.6,80.74,1639,Health Post,Hill,SHP,Far western
new_HF.223,POINT (80.7 29.6),74027,Bhatana SHP,baitadi,BHATANA,2,29.6,80.7,1884,Health Post,Hill,SHP,Far western
new_HF.224,POINT (80.74 29.63),74028,Malladehi SHP,baitadi,MALLADEHI,9,29.63,80.74,1352,Health Post,Hill,SHP,Far western
new_HF.225,POINT (80.68 29.64),74029,Mahadevsthan SHP,baitadi,MAHADEVSTHAN,3,29.64,80.68,1571,Health Post,Hill,SHP,Far western
new_HF.226,POINT (80.73 29.56),74030,Bumiraj SHP,baitadi,BUMIRAJ,8,29.56,80.73,1630,Health Post,Hill,SHP,Far western
new_HF.227,POINT (80.5 29.49),74031,Joshibunga HP,baitadi,GWALLEK,5,29.49,80.5,1774,Health Post,Hill,HP,Far western
new_HF.228,POINT (80.4 29.56),74032,Tripurasundari SHP,baitadi,DASHARATHCHANDA MUNICIPALITY,9,29.56,80.4,1303,Health Post,Hill,SHP,Far western
new_HF.229,POINT (80.41 29.58),74033,Thaligada SHP,baitadi,DASHARATHCHANDA MUNICIPALITY,6,29.58,80.41,1060,Health Post,Hill,SHP,Far western
new_HF.230,POINT (80.42 29.56),74034,Barakot SHP,baitadi,DASHARATHCHANDA MUNICIPALITY,10,29.56,80.42,1079,Health Post,Hill,SHP,Far western
new_HF.231,POINT (80.47 29.52),74035,Dehimandau SHP,baitadi,DEHIMANDAU,6,29.52,80.47,1981,Health Post,Hill,SHP,Far western
new_HF.232,POINT (80.42 29.56),74036,Dasharathchanda SHP,baitadi,DASHARATHCHANDA MUNICIPALITY,4,29.56,80.42,1384,Health Post,Hill,SHP,Far western
new_HF.233,POINT (80.42 29.56),74037,Nagarjun SHP,baitadi,NAGARJUN,3,29.56,80.42,1642,Health Post,Hill,SHP,Far western
new_HF.234,POINT (80.44 29.59),74038,Jaganath SHP,baitadi,DASHARATHCHANDA MUNICIPALITY,13,29.59,80.44,1140,Health Post,Hill,SHP,Far western
new_HF.235,POINT (80.3 29.4),74039,Kulau HP,baitadi,KULAU,2,29.4,80.3,1595,Health Post,Hill,HP,Far western
new_HF.236,POINT (80.28 29.43),74040,Pancheswor SHP,baitadi,PANCHESWOR,2,29.43,80.28,1383,Health Post,Hill,SHP,Far western
new_HF.237,POINT (80.28 29.43),74041,Mahakali SHP,baitadi,MAHAKALI,1,29.43,80.28,1101,Health Post,Hill,SHP,Far western
new_HF.238,POINT (80.35 29.47),74042,Amchaur SHP,baitadi,AMCHAUR,1,29.47,80.35,1445,Health Post,Hill,SHP,Far western
new_HF.239,POINT (80.52 29.61),74043,Rim HP,baitadi,DHIKARIM/RIM,8,29.61,80.52,1309,Health Post,Hill,HP,Far western
new_HF.240,POINT (80.52 29.61),74044,Sitad  SHP,baitadi,DHIKASINTAD/SITAD,7,29.61,80.52,1382,Health Post,Hill,SHP,Far western
new_HF.241,POINT (80.62 29.52),74045,Shankarpur HP,baitadi,SHANKARPUR,9,29.52,80.62,1583,Health Post,Hill,HP,Far western
new_HF.242,POINT (80.42 29.56),74046,Gajari SHP,baitadi,GAJARI,2,29.56,80.42,1868,Health Post,Hill,SHP,Far western
new_HF.243,POINT (80.57 29.53),74047,Shikharpur SHP,baitadi,SHIKHARPUR,1,29.53,80.57,1692,Health Post,Hill,SHP,Far western
new_HF.244,POINT (80.55 29.46),74048,Rauleswor  SHP,baitadi,RAULESWOR,6,29.46,80.55,1337,Health Post,Hill,SHP,Far western
new_HF.245,POINT (80.56 29.53),74049,Maunali SHP,baitadi,MAUNALI,5,29.53,80.56,1805,Health Post,Hill,SHP,Far western
new_HF.246,POINT (80.42 29.56),74050,Basuling HP,baitadi,BASULING,6,29.56,80.42,1690,Health Post,Hill,HP,Far western
new_HF.247,POINT (80.5 29.58),74051,Shreekot HP,baitadi,SREEKOT,2,29.58,80.5,1456,Health Post,Hill,HP,Far western
new_HF.248,POINT (80.47 29.61),74052,Nwali SHP,baitadi,NWALI,4,29.61,80.47,1164,Health Post,Hill,SHP,Far western
new_HF.249,POINT (80.47 29.56),74053,Durgabhabani SHP,baitadi,DURGA BHABANI,0,29.56,80.47,1423,Health Post,Hill,SHP,Far western
new_HF.250,POINT (80.51 29.56),74054,Hatraj SHP,baitadi,HATAIRAJ,4,29.56,80.51,1799,Health Post,Hill,SHP,Far western
new_HF.251,POINT (80.43 29.55),74055,Gurukhola SHP,baitadi,GURUKHOLA,1,29.55,80.43,1640,Health Post,Hill,SHP,Far western
new_HF.252,POINT (80.45 29.59),74056,Sreekedar SHP,baitadi,SREE KEDAR,7,29.59,80.45,1410,Health Post,Hill,SHP,Far western
new_HF.253,POINT (80.51 29.59),74057,Deulek SHP,baitadi,DEULEK,5,29.59,80.51,1493,Health Post,Hill,SHP,Far western
new_HF.254,POINT (80.7 29.6),74058,Talladehi HP,baitadi,TALLADEHI,1,29.6,80.7,1491,Health Post,Hill,HP,Far western
new_HF.255,POINT (80.62 29.57),74059,Bijayapur SHP,baitadi,BIJAYAPUR,7,29.57,80.62,1882,Health Post,Hill,SHP,Far western
new_HF.256,POINT (80.59 29.59),74060,Kataujpani SHP,baitadi,KATAUJPANI,5,29.59,80.59,1692,Health Post,Hill,SHP,Far western
new_HF.257,POINT (80.82 29.41),74061,Thalakanda HP,baitadi,THALAKANDA,1,29.41,80.82,1533,Health Post,Hill,HP,Far western
new_HF.258,POINT (80.82 29.41),74062,Shivaling HP,baitadi,SHIVALING,9,29.41,80.82,1611,Health Post,Hill,HP,Far western
new_HF.259,POINT (80.57 29.53),74063,Chaukham SHP,baitadi,CHAUKHAM,4,29.53,80.57,1473,Health Post,Hill,SHP,Far western
new_HF.260,POINT (80.81 29.47),74064,Dhungad SHP,baitadi,DHUNGAD,0,29.47,80.81,744,Health Post,Hill,SHP,Far western
new_HF.261,POINT (80.81 29.47),74065,Shigas SHP,baitadi,SIGASH,4,29.47,80.81,1457,Health Post,Hill,SHP,Far western
new_HF.262,POINT (80.91 29.45),6801,"District Hospital, Bajhang",bajhang,RITHAPATA,4,29.45,80.91,1293,District Hospital,Mountain,Government hospital,Far western
new_HF.263,POINT (81.19 29.55),6801,Rayal PHC,bajhang,RAYAL,3,29.55,81.19,924,Primary Health Care Centre,Mountain,PHCC,Far western
new_HF.264,POINT (80.82 29.52),6802,Deulekh PHC,bajhang,DEULEKH,2,29.52,80.82,1958,Primary Health Care Centre,Mountain,PHCC,Far western
new_HF.265,POINT (80.79 29.54),68001,Syadi SHP,bajhang,SYANDI,21,29.54,80.79,2014,Health Post,Mountain,SHP,Far western
new_HF.266,POINT (80.86 29.5),68002,Sunkuda SHP,bajhang,SUNKUDA,4,29.5,80.86,1407,Health Post,Mountain,SHP,Far western
new_HF.267,POINT (80.86 29.6),68003,Khiratadi HP,bajhang,KHIRATADI,1,29.6,80.86,1278,Health Post,Mountain,HP,Far western
new_HF.268,POINT (81.31 29.61),68004,Melbisauni HP,bajhang,MELBISAUNI,5,29.61,81.31,1773,Health Post,Mountain,HP,Far western
new_HF.269,POINT (80.9 29.49),68005,Banjh SHP,bajhang,BANJH,3,29.49,80.9,9999,Health Post,Mountain,SHP,Far western
new_HF.270,POINT (80.94 29.44),68006,Dangaji SHP,bajhang,DANGAJI,6,29.44,80.94,1574,Health Post,Mountain,SHP,Far western
new_HF.271,POINT (81 29.47),68007,Bhairabanath HP,bajhang,BHAIRABANATH,1,29.47,81,997,Health Post,Mountain,HP,Far western
new_HF.272,POINT (81.04 29.5),68008,Chaudhari HP,bajhang,"68,007",7,29.5,81.04,1533,Health Post,Mountain,HP,Far western
new_HF.273,POINT (81 29.51),68009,Maulali SHP,bajhang,MAULALI,1,29.51,81,1930,Health Post,Mountain,SHP,Far western
new_HF.274,POINT (81.35 29.6),68010,Dantola SHP,bajhang,DATOLA,7,29.6,81.35,1757,Health Post,Mountain,SHP,Far western
new_HF.275,POINT (81.21 29.55),68011,Hemantabada SHP,bajhang,HEMANTABADA,1,29.55,81.21,1551,Health Post,Mountain,SHP,Far western
new_HF.276,POINT (81.2 29.55),68012,Chainpur HP,bajhang,CHAINPUR,1,29.55,81.2,1345,Health Post,Mountain,HP,Far western
new_HF.277,POINT (81.17 29.53),68013,Luyanta HP,bajhang,LUYANTA,6,29.53,81.17,1226,Health Post,Mountain,HP,Far western
new_HF.278,POINT (81.26 29.61),68014,Dhamena SHP,bajhang,DHAMENA,5,29.61,81.26,1555,Health Post,Mountain,SHP,Far western
new_HF.279,POINT (80.81 29.64),68015,Kaphalaseri SHP,bajhang,KAPHALASERI,4,29.64,80.81,1386,Health Post,Mountain,SHP,Far western
new_HF.280,POINT (81.19 29.55),68016,Subeda SHP,bajhang,SUBEDA,3,29.55,81.19,1332,Health Post,Mountain,SHP,Far western
new_HF.281,POINT (81.16 29.45),68017,Channa HP,bajhang,MAJHIGAU,6,29.45,81.16,1429,Health Post,Mountain,HP,Far western
new_HF.282,POINT (81.22 29.44),68018,Gadaraya SHP,bajhang,GADARAYA,5,29.44,81.22,1770,Health Post,Mountain,SHP,Far western
new_HF.283,POINT (81.17 29.45),68019,Kalukheti SHP,bajhang,KALUKHETI,3,29.45,81.17,1476,Health Post,Mountain,SHP,Far western
new_HF.284,POINT (81.14 29.46),68020,Lamatola SHP,bajhang,LAMATOLA,5,29.46,81.14,1459,Health Post,Mountain,SHP,Far western
new_HF.285,POINT (81.19 29.44),68021,Patadewal SHP,bajhang,PATADEWAL,6,29.44,81.19,1782,Health Post,Mountain,SHP,Far western
new_HF.286,POINT (81.13 29.46),68022,Pauwagadhi SHP,bajhang,PAUWAGADHI,1,29.46,81.13,1548,Health Post,Mountain,SHP,Far western
new_HF.287,POINT (81.33 29.73),68023,Kanda SHP,bajhang,KANDA,5,29.73,81.33,2299,Health Post,Mountain,SHP,Far western
new_HF.288,POINT (80.92 29.61),68024,Dahabagar SHP,bajhang,DAHABAGAR,3,29.61,80.92,1533,Health Post,Mountain,SHP,Far western
new_HF.289,POINT (81.11 29.63),68025,Daulichaur HP,bajhang,DAULICHAUR,1,29.63,81.11,2020,Health Post,Mountain,HP,Far western
new_HF.290,POINT (80.82 29.59),68026,Deulikot SHP,bajhang,DEULIKOT,1,29.59,80.82,1536,Health Post,Mountain,SHP,Far western
new_HF.291,POINT (81.29 29.58),68027,Sainpasela SHP,bajhang,SAINPASELA,5,29.58,81.29,2146,Health Post,Mountain,SHP,Far western
new_HF.292,POINT (81.06 29.47),68028,Kotbhairab HP,bajhang,KOT BHAIRAB,3,29.47,81.06,1280,Health Post,Mountain,HP,Far western
new_HF.293,POINT (81.06 29.46),68029,Koiralakot SHP,bajhang,KOIRALAKOT,1,29.46,81.06,1609,Health Post,Mountain,SHP,Far western
new_HF.294,POINT (81 29.46),68030,Parakatne SHP,bajhang,PARAKATNE,7,29.46,81,1489,Health Post,Mountain,SHP,Far western
new_HF.295,POINT (81.06 29.53),68031,Kotchaughanpata HP,bajhang,BYASI,5,29.53,81.06,1977,Health Post,Mountain,HP,Far western
new_HF.296,POINT (81.1 29.53),68032,Kadel SHP,bajhang,KADEL,7,29.53,81.1,2220,Health Post,Mountain,SHP,Far western
new_HF.297,POINT (81.08 29.55),68033,Jay prithibinagar SHP,bajhang,KADEL,5,29.55,81.08,2082,Health Post,Mountain,SHP,Far western
new_HF.298,POINT (81.23 29.55),68034,Kotdewal HP,bajhang,KOTDEWAL,5,29.55,81.23,1673,Health Post,Mountain,HP,Far western
new_HF.299,POINT (81.24 29.55),68035,Bhatekhola SHP,bajhang,BHATEKHOLA,6,29.55,81.24,1658,Health Post,Mountain,SHP,Far western
new_HF.300,POINT (81.23 29.54),68036,Kailash SHP,bajhang,KAILASH,4,29.54,81.23,1751,Health Post,Mountain,SHP,Far western
new_HF.301,POINT (81.25 29.54),68037,Mashdev SHP,bajhang,MASTA,5,29.54,81.25,1639,Health Post,Mountain,SHP,Far western
new_HF.302,POINT (81.02 29.55),68038,Lekhgau HP,bajhang,LEKGAU,7,29.55,81.02,2082,Health Post,Mountain,HP,Far western
new_HF.303,POINT (80.93 29.54),68039,Bhamchaur HP,bajhang,BHAMCHAUR,2,29.54,80.93,2493,Health Post,Mountain,HP,Far western
new_HF.304,POINT (80.99 29.54),68040,Rilu SHP,bajhang,RILU,1,29.54,80.99,2426,Health Post,Mountain,SHP,Far western
new_HF.305,POINT (81.1 29.49),68041,Malumela HP,bajhang,MALUMELA,5,29.49,81.1,1105,Health Post,Mountain,HP,Far western
new_HF.306,POINT (81.09 29.5),68042,Matela SHP,bajhang,MATELA,1,29.5,81.09,1075,Health Post,Mountain,SHP,Far western
new_HF.307,POINT (80.84 29.61),68043,Pipalkot HP,bajhang,PIPALKOT,4,29.61,80.84,1294,Health Post,Mountain,HP,Far western
new_HF.308,POINT (81.23 29.59),68044,Sunikot SHP,bajhang,SUNIKOT,6,29.59,81.23,1587,Health Post,Mountain,SHP,Far western
new_HF.309,POINT (81.09 29.64),68045,Surma SHP,bajhang,SURMA,3,29.64,81.09,2233,Health Post,Mountain,SHP,Far western
new_HF.310,POINT (81.67 29.5),6701,"District Hospital, Bajura",bajura,MARTADI,5,29.5,81.67,1581,District Hospital,Hill,Government hospital,Far western
new_HF.311,POINT (81.48 29.46),6701,Kolti PHC,bajura,KOLTI,1,29.46,81.48,1406,Primary Health Care Centre,Hill,PHCC,Far western
new_HF.312,POINT (81.73 29.57),67001,Bichhaiyan SHP,bajura,BICHHAIYA,6,29.57,81.73,9999,Health Post,Hill,SHP,Far western
new_HF.313,POINT (81.73 29.43),67002,Sappata HP,bajura,SAPPATA,2,29.43,81.73,1863,Health Post,Hill,HP,Far western
new_HF.314,POINT (81.33 29.34),67003,Tolidewal HP,bajura,TOLIDEWAL,7,29.34,81.33,1286,Health Post,Hill,HP,Far western
new_HF.315,POINT (81.7 29.45),67004,Jagannath SHP,bajura,JAGANNATH,4,29.45,81.7,1698,Health Post,Hill,SHP,Far western
new_HF.316,POINT (81.31 29.4),67005,Gudukhati HP,bajura,GUDUKHATI,3,29.4,81.31,1847,Health Post,Hill,HP,Far western
new_HF.317,POINT (81.35 29.3),67006,Chhatara SHP,bajura,CHHATARA,5,29.3,81.35,1895,Health Post,Hill,SHP,Far western
new_HF.318,POINT (81.25 29.37),67007,Jayabageswori HP,bajura,JAYABAGESWORI,3,29.37,81.25,1725,Health Post,Hill,HP,Far western
new_HF.319,POINT (81.43 29.42),67008,Budhiganga SHP,bajura,BUDHIGANGA,6,29.42,81.43,1156,Health Post,Hill,SHP,Far western
new_HF.320,POINT (81.71 29.48),67009,Baddhu SHP,bajura,BADDHU,8,29.48,81.71,1178,Health Post,Hill,SHP,Far western
new_HF.321,POINT (81.36 29.29),67010,Bramhatola SHP,bajura,BRAMHATOLA,6,29.29,81.36,1387,Health Post,Hill,SHP,Far western
new_HF.322,POINT (81.61 29.47),67011,Pandusain HP,bajura,PANDUSAIN,8,29.47,81.61,1954,Health Post,Hill,HP,Far western
new_HF.323,POINT (81.3 29.34),67012,Dewalsain HP,bajura,BARHABIS,6,29.34,81.3,1579,Health Post,Hill,HP,Far western
new_HF.324,POINT (81.45 29.46),67013,Jugada HP,bajura,JUGADA,2,29.46,81.45,1329,Health Post,Hill,HP,Far western
new_HF.325,POINT (81.73 29.48),67014,Wai SHP,bajura,BAI,5,29.48,81.73,1336,Health Post,Hill,SHP,Far western
new_HF.326,POINT (81.44 29.51),67015,Dahakot HP,bajura,DAHAKOT,5,29.51,81.44,1927,Health Post,Hill,HP,Far western
new_HF.327,POINT (81.4 29.48),67016,Manakot SHP,bajura,MANAKOT,2,29.48,81.4,1847,Health Post,Hill,SHP,Far western
new_HF.328,POINT (81.52 29.46),67017,Martadi HP,bajura,MARTADI,1,29.46,81.52,1913,Health Post,Hill,HP,Far western
new_HF.329,POINT (81.33 29.37),67018,Bajura HP,bajura,KULDEUMADAU,9,29.37,81.33,1374,Health Post,Hill,HP,Far western
new_HF.330,POINT (81.35 29.42),67019,Atichaur HP,bajura,ATICHAUR,4,29.42,81.35,1983,Health Post,Hill,HP,Far western
new_HF.331,POINT (81.23 29.37),67020,Kanda HP,bajura,KANDA,6,29.37,81.23,1871,Health Post,Hill,HP,Far western
new_HF.332,POINT (81.29 29.42),67021,Dogadi HP,bajura,DOGADI,8,29.42,81.29,1888,Health Post,Hill,HP,Far western
new_HF.333,POINT (81.71 29.39),67022,Hunimahati HP,bajura,GOTREE,8,29.39,81.71,1718,Health Post,Hill,HP,Far western
new_HF.334,POINT (81.66 29.5),67023,Kotila SHP,bajura,KOTILA,4,29.5,81.66,1455,Health Post,Hill,SHP,Far western
new_HF.335,POINT (81.77 29.6),67024,Rugin HP,bajura,RUGIN,6,29.6,81.77,1777,Health Post,Hill,HP,Far western
new_HF.336,POINT (81.36 29.35),67025,Kailashmandau SHP,bajura,KAILASHMANDAU,4,29.35,81.36,1739,Health Post,Hill,SHP,Far western
new_HF.337,POINT (81.63 28.21),5701,"Bheri Zonal Hospital, Banke",banke,NEPALGUNJ MUNICIPALITY,13,28.21,81.63,123,Zonal Hospital,Terai,Government hospital,Mid-western
new_HF.338,POINT (81.62 28.05),5701,Tripura Children's Hospital Pvt Ltd,banke,NEPALGUNJ MUNICIPALITY,13,28.05,81.62,133,Private Hospital,Terai,Private hospital,Mid-western
new_HF.339,POINT (81.62 28.05),5701,Banakatawa PHC,banke,BANKATAWA,7,28.05,81.62,151,Primary Health Care Centre,Terai,PHCC,Mid-western
new_HF.340,POINT (81.58 28.12),5702,Western Hospital & Research Centre,banke,NEPALGUNJ MUNICIPALITY,13,28.12,81.58,140,Private Hospital,Terai,Private hospital,Mid-western
new_HF.341,POINT (81.62 28.05),5702,Bageswari PHC,banke,BAGESWARI,2,28.05,81.62,132,Primary Health Care Centre,Terai,PHCC,Mid-western
new_HF.342,POINT (81.89 27.88),5703,Phattewal Eye Hospital,banke,NEPALGUNJ MUNICIPALITY,7,27.88,81.89,132,Hospital (NGO),Terai,Non-government hospital,Mid-western
new_HF.343,POINT (81.64 28.06),5703,Laxmanpur PHC,banke,LAXMANPUR,8,28.06,81.64,125,Primary Health Care Centre,Terai,PHCC,Mid-western
new_HF.344,POINT (81.62 28.06),5704,United Hospital Pvt Ltd,banke,NEPALGUNJ MUNICIPALITY,16,28.06,81.62,138,Private Hospital,Terai,Private hospital,Mid-western
new_HF.345,POINT (81.68 28.2),5705,Kohalpur Medical College,banke,RAJHENA,3,28.2,81.68,162,Medical College,Terai,Private hospital,Mid-western
new_HF.346,POINT (81.62 28.06),5706,Nepalgunj Medical College,banke,NEPALGUNJ MUNICIPALITY,16,28.06,81.62,142,Medical College,Terai,Private hospital,Mid-western
new_HF.347,POINT (81.71 27.99),57001,"Meri Stopes Centre, Nepalgunj",banke,NEPALGUNJ MUNICIPALITY,3,27.99,81.71,134,Other HF (INGO),Terai,Other HFs,Mid-western
new_HF.348,POINT (81.62 28.06),57001,Holiya SHP,banke,HOLIYA,9,28.06,81.62,121,Health Post,Terai,SHP,Mid-western
new_HF.349,POINT (81.62 28.05),57002,Udarapur HP,banke,UDHARAPUR,7,28.05,81.62,131,Health Post,Terai,HP,Mid-western
new_HF.350,POINT (81.54 28.12),57002,"FPAN, Nepalgunj",banke,NEPALGUNJ MUNICIPALITY,17,28.12,81.54,139,Other NGO Health Facility,Terai,Other HFs,Mid-western
new_HF.351,POINT (81.63 28.02),57003,Everest Poly clinic and Reasearch Center,banke,NEPALGUNJ MUNICIPALITY,13,28.02,81.63,153,Private Clinics,Terai,Private clinics,Mid-western
new_HF.352,POINT (81.62 28.05),57003,Bhawaniyapur SHP,banke,BHABANIYAPUR,7,28.05,81.62,134,Health Post,Terai,SHP,Mid-western
new_HF.353,POINT (81.62 28.05),57004,Puraina SHP,banke,PURAINA,2,28.05,81.62,137,Health Post,Terai,SHP,Mid-western
new_HF.354,POINT (81.65 28.05),57004,Health Care Research Centre,banke,NEPALGUNJ MUNICIPALITY,13,28.05,81.65,140,Other Private HF,Terai,Other HFs,Mid-western
new_HF.355,POINT (81.62 28.06),57005,Radhapur SHP,banke,RADHAPUR,5,28.06,81.62,129,Health Post,Terai,SHP,Mid-western
new_HF.400,POINT (82.8 27.52),3345,Jhitakaiya (South) HP,bara,JHITAKAIYA(DAKSHIN),3,27.52,82.8,65,Health Post,Terai,HP,Central
new_HF.356,POINT (81.54 28.07),57005,Madhya Paschim Polyclinic,banke,NEPALGUNJ MUNICIPALITY,13,28.07,81.54,146,Private Clinics,Terai,Private clinics,Mid-western
new_HF.357,POINT (81.61 28.11),57006,Khajurakhurda SHP,banke,KHAJURAKHURDA,2,28.11,81.61,134,Health Post,Terai,SHP,Mid-western
new_HF.358,POINT (81.55 28.19),57007,Titihiriya SHP,banke,TITIHIRIYA,1,28.19,81.55,142,Health Post,Terai,SHP,Mid-western
new_HF.359,POINT (81.66 28.19),57008,Rajhena SHP,banke,RAJHENA,3,28.19,81.66,147,Health Post,Terai,SHP,Mid-western
new_HF.360,POINT (81.66 28.28),57009,Chisapani SHP,banke,CHISAPANI,1,28.28,81.66,180,Health Post,Terai,SHP,Mid-western
new_HF.361,POINT (81.65 28.23),57010,Naubasta SHP,banke,NAUBASTA,5,28.23,81.65,157,Health Post,Terai,SHP,Mid-western
new_HF.362,POINT (81.92 27.87),57011,Kathkuiya HP,banke,KATKUIYA,3,27.87,81.92,106,Health Post,Terai,HP,Mid-western
new_HF.363,POINT (81.8 27.93),57012,Matahiya SHP,banke,MATEHIYA,6,27.93,81.8,123,Health Post,Terai,SHP,Mid-western
new_HF.364,POINT (81.62 28.02),57013,Piparhawa SHP,banke,PIPRAHAWA,5,28.02,81.62,131,Health Post,Terai,SHP,Mid-western
new_HF.365,POINT (81.57 28.06),57014,Belbhar SHP,banke,BELBHAR,1,28.06,81.57,127,Health Post,Terai,SHP,Mid-western
new_HF.366,POINT (81.57 28.04),57015,Saigaun SHP,banke,SAIGAUN,3,28.04,81.57,130,Health Post,Terai,SHP,Mid-western
new_HF.367,POINT (82.19 28.01),57016,Khaskusma SHP,banke,KHASKUSMA,0,28.01,82.19,203,Health Post,Terai,SHP,Mid-western
new_HF.368,POINT (81.85 28.05),57017,Binauna SHP,banke,BINAUNA,5,28.05,81.85,140,Health Post,Terai,SHP,Mid-western
